item_id	source_id	source_path	source_hash	target_artifact	status
OC-034	OC-034	packages/opencode/src/session/tools.ts	5ad3f44682fc8e2bacb2222157943de8ab7dd663a1e0ddf5e4a213539b1f67d7	Docs/learn/opencode_runtime/files/packages/opencode/src/session/tools.ts_learn.md	[x]
OC-035	OC-035	packages/opencode/src/tool/apply_patch.ts	9bc5a1384a5e1b1cdd21943cb529dcde6e5e596706dee2111ccdb999d6b0ba22	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/apply_patch.ts_learn.md	[x]
OC-036	OC-036	packages/opencode/src/tool/code-mode.ts	9a95ddba2ea9ef15c9276ee07cf88bf729b11ade6619ed03c5c8690b46e402aa	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/code-mode.ts_learn.md	[x]
OC-037	OC-037	packages/opencode/src/tool/edit.ts	f84d9d242137e1f18ce912188efb7a97b71bf4f255e0a69f16a1fe9d1ff236d4	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/edit.ts_learn.md	[x]
OC-038	OC-038	packages/opencode/src/tool/external-directory.ts	b86477bd434aef57caf9fb1d3d72249be37c66e299aa1a864a601e1600e36bda	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/external-directory.ts_learn.md	[x]
OC-039	OC-039	packages/opencode/src/tool/glob.ts	a5069377ae916495a72be319d218878136fc13f18551f3e16981d8c692c68a4a	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/glob.ts_learn.md	[x]
OC-040	OC-040	packages/opencode/src/tool/grep.ts	f7bbab8ae3fabfe3dd78b5728a283a56bff318d5b1f278d15d1c637227ff660f	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/grep.ts_learn.md	[x]
OC-041	OC-041	packages/opencode/src/tool/invalid.ts	2cc8ba3e9e2422a12eaeec33433ff143fdd27876b98268b9217d0245fed5c0f8	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/invalid.ts_learn.md	[x]
OC-042	OC-042	packages/opencode/src/tool/json-schema.ts	123ae7e75b54161e54645d14f614700674acb6eb293d8a1249a9de57d84f4dba	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/json-schema.ts_learn.md	[x]
OC-043	OC-043	packages/opencode/src/tool/lsp.ts	993e1316f12a44cde46eb8af34868a1ea2077a6e4ec749c25ec8b913a2e46da5	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/lsp.ts_learn.md	[x]
OC-044	OC-044	packages/opencode/src/tool/mcp-websearch.ts	44cec72f6a8995ff172bc774e4a2e689fd1aa77fb9cfb9575d66a0e4bab24a88	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/mcp-websearch.ts_learn.md	[x]
OC-045	OC-045	packages/opencode/src/tool/plan.ts	cbe103563700b770bf77ef9fd6ea3b1e97eed6aa996a8ce28342ff0ce6ee3719	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/plan.ts_learn.md	[x]
OC-046	OC-046	packages/opencode/src/tool/question.ts	15a90d87b9b928d91c1558ba12b229a919c575e79f6af6b6a5809e439f36121e	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/question.ts_learn.md	[x]
OC-047	OC-047	packages/opencode/src/tool/read.ts	afec8294965cbd9b9e29d3453b682164f0ecdba26574ebc048e9ba21af209c68	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/read.ts_learn.md	[x]
OC-048	OC-048	packages/opencode/src/tool/registry.ts	a8b24a6d58a80c42307e251905dbaa4f25ca0724569b1e531e412da934ab00fe	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/registry.ts_learn.md	[x]
OC-049	OC-049	packages/opencode/src/tool/schema.ts	8bce49e6fbabc75b96c54d8a394287df2f3ea2513dd957f4bd34140449b01905	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/schema.ts_learn.md	[x]
OC-050	OC-050	packages/opencode/src/tool/shell.ts	342d742ae324782d222465c202dcdfcb7cc35a4cecf04e87f9881f1794d921ac	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/shell.ts_learn.md	[x]
OC-051	OC-051	packages/opencode/src/tool/shell/id.ts	5e6dc20d9147234224af97a222784e1e2c55e17873fcc8425e9be39b7f0a2b91	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/shell/id.ts_learn.md	[x]
OC-052	OC-052	packages/opencode/src/tool/shell/prompt.ts	f3c6bdb216a9df2dd871d3a786b2abe3a20ea3e44b9121ce0610c648256fb2b6	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/shell/prompt.ts_learn.md	[x]
OC-053	OC-053	packages/opencode/src/tool/skill.ts	629ada0c0a0135cb003429aec233aeb165f0b98a2bd5171986bc319c11af3c07	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/skill.ts_learn.md	[x]
OC-054	OC-054	packages/opencode/src/tool/task.ts	db09fa5868ad3ecfdd83aa2bb7243f85e9e2cd13d0b19fd6f307f7a337b2b36e	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/task.ts_learn.md	[x]
OC-055	OC-055	packages/opencode/src/tool/todo.ts	f18fdedc754e0842660a968fa225ed961fb516a544eb04209d8b44c7673df270	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/todo.ts_learn.md	[x]
OC-056	OC-056	packages/opencode/src/tool/tool.ts	fed2bc482a40aff4fe21a7939c753bc0f36110e5ec0e8dbba1410509d4deaf88	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/tool.ts_learn.md	[x]
OC-057	OC-057	packages/opencode/src/tool/truncate.ts	d3dc9e7402de74a7652ceb9f7796c970efc4958597b51a94fa264697366ccea5	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/truncate.ts_learn.md	[x]
OC-058	OC-058	packages/opencode/src/tool/truncation-dir.ts	790159a022386c68212056a39571f53c9874d11079b0572d57c207f1cd1d9155	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/truncation-dir.ts_learn.md	[x]
OC-059	OC-059	packages/opencode/src/tool/webfetch.ts	8d9efbad1ffdf8dc29dbac80eb5372ba66a8c80fccaa1606d4e41a9c929a5b6b	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/webfetch.ts_learn.md	[x]
OC-060	OC-060	packages/opencode/src/tool/websearch.ts	edb175726b7830d242f59417ce6961f44d39e500bccc068bf2dddbf61d5ca92a	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/websearch.ts_learn.md	[x]
OC-061	OC-061	packages/opencode/src/tool/write.ts	861de91cc67849e138c32a697c8eb1abab8e4912bfd97811ea1866b8e9af4096	Docs/learn/opencode_runtime/files/packages/opencode/src/tool/write.ts_learn.md	[x]
