item_id	source_id	source_path	source_hash	target_artifact	status
AC-032	AC-032	codex/codex-rs/core/src/tasks/undo.rs	0bb393e546e415cf8bb33d088a09bdc668035f0683aedc4f9925859197a3ba44	Docs/learn/agent_comms/files/codex/codex-rs/core/src/tasks/undo.rs_learn.md	[x]
AC-033	AC-033	codex/codex-rs/core/src/tasks/user_shell.rs	f87841aadd7ec30bd62c34ed0618403c311b9f01107af3f3d53bbdd1b72ace98	Docs/learn/agent_comms/files/codex/codex-rs/core/src/tasks/user_shell.rs_learn.md	[x]
AC-034	AC-034	codex/codex-rs/protocol/src/approvals.rs	b6452ca6956c6f03001b0887a4703146015d2805b82c933598eb6196d0e72cfc	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/approvals.rs_learn.md	[x]
AC-035	AC-035	codex/codex-rs/protocol/src/items.rs	6a05493e2c334d722447ea5ac56fdb50a22a0a90733a12067c2e14b49a2e79f0	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/items.rs_learn.md	[x]
AC-036	AC-036	codex/codex-rs/protocol/src/lib.rs	2fddb495f04cc545bb68629845afcfd8d52e339bcc533885c470d430f767f835	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/lib.rs_learn.md	[x]
AC-037	AC-037	codex/codex-rs/protocol/src/message_history.rs	997e939050137d59e704bb0d5cb0868141584d46df8a6454635fbe9337c8cfc1	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/message_history.rs_learn.md	[x]
AC-038	AC-038	codex/codex-rs/protocol/src/plan_tool.rs	0a5482699b191fbeeb8f58790b62f6b331b64e29a38b3286a669aff4c699fdd9	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/plan_tool.rs_learn.md	[x]
AC-039	AC-039	codex/codex-rs/protocol/src/protocol.rs	dd9fb47475b0740800460353ce0798e1611430ea68f78f29e237386262713706	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/protocol.rs_learn.md	[x]
AC-040	AC-040	codex/codex-rs/protocol/src/request_user_input.rs	f617bec633ca8ccc9df9f5b9c567cddb93a366ed51cc16f9948496d23eb492a6	Docs/learn/agent_comms/files/codex/codex-rs/protocol/src/request_user_input.rs_learn.md	[x]
AC-041	AC-041	opencode/packages/opencode/src/acp/agent.ts	3bf7c0a31bbf8c3dd5b3d06ddf38eff0c988858e5df6bb46d3abecc906f15a57	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/agent.ts_learn.md	[x]
AC-042	AC-042	opencode/packages/opencode/src/acp/config-option.ts	4545cf9639b12b4a9a0bd28d9a5f61b3d8e7e6706558f04c66454773813ed1a1	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/config-option.ts_learn.md	[x]
AC-043	AC-043	opencode/packages/opencode/src/acp/content.ts	8b3c0bc40893eb18a2a4b8f8709a2188ffe5aa11e4d93232b4bd80989ba2bbc3	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/content.ts_learn.md	[x]
AC-044	AC-044	opencode/packages/opencode/src/acp/directory.ts	c4f0f38ef433713afdd50f89d7ecf2ce8130f5104dc7606a2ff3f090726109b4	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/directory.ts_learn.md	[x]
AC-045	AC-045	opencode/packages/opencode/src/acp/error.ts	60657818576b13275c4d3e665e6c586f686d98cc5ef30ac2ef4c0402c2c8080b	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/error.ts_learn.md	[x]
AC-046	AC-046	opencode/packages/opencode/src/acp/event.ts	bbbfe1e210ba7ddf7b76a8d7d829e6f7e44d4d714c79dce832681ced9314d9ca	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/event.ts_learn.md	[x]
AC-047	AC-047	opencode/packages/opencode/src/acp/permission.ts	b83f1b30015f92f432e56a444a7304e131b1824b06870e7842c70db6bd969743	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/permission.ts_learn.md	[x]
AC-048	AC-048	opencode/packages/opencode/src/acp/profile.ts	e18bc3b08f5a26506394434436333fddc88ac15dcc9fbfbc0eb09944486e3c3a	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/profile.ts_learn.md	[x]
AC-049	AC-049	opencode/packages/opencode/src/acp/service.ts	238750d52e220080db7b7f4992432fbfc7fb7ec5a15a6175460f8f0832a2c8de	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/service.ts_learn.md	[x]
AC-050	AC-050	opencode/packages/opencode/src/acp/session.ts	cc73f70f7d7071fd6bf808871c65bcb87d9f737f9e292be5e279ee51f5c9507e	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/session.ts_learn.md	[x]
AC-051	AC-051	opencode/packages/opencode/src/acp/tool.ts	decfa2d51b4edcf5a2259b754e1d6528b4d42aeff1309981c5ec19ff09d45e3e	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/tool.ts_learn.md	[x]
AC-052	AC-052	opencode/packages/opencode/src/acp/usage.ts	09b2c0ec9a31a78cf85d5810d8bc7aa8d9b0fa460b16f4d0008d7d5b4d3fc38b	Docs/learn/agent_comms/files/opencode/packages/opencode/src/acp/usage.ts_learn.md	[x]
AC-053	AC-053	opencode/packages/opencode/src/cli/cmd/run/subagent-data.ts	d5f7d3dec7e743679e9b06504cc92381242a4d50842d040806fc2bcbd10dacbb	Docs/learn/agent_comms/files/opencode/packages/opencode/src/cli/cmd/run/subagent-data.ts_learn.md	[x]
AC-054	AC-054	opencode/packages/opencode/src/sync/README.md	a4b011597b8bfe1dfaf167bbae538dac1c7d36dc862cf9562a0fb416e42a0b8f	Docs/learn/agent_comms/files/opencode/packages/opencode/src/sync/README.md_learn.md	[x]
AC-055	AC-055	opencode/packages/opencode/src/sync/schema.ts	4c3366bb2b30e0e1f7868c3d0237293d1f8bbbc60d168916f7383014f0695e14	Docs/learn/agent_comms/files/opencode/packages/opencode/src/sync/schema.ts_learn.md	[x]
